driver_id,age,experience_years,avg_speed,harsh_braking,sudden_acceleration,mobile_usage_minutes,night_driving_hours,fatigue_score,traffic_violations,seatbelt_compliance,weather_risk,weekly_driving_hours,accident_history,driver_risk
100278,27,9,50.78,0,0,36.93,3.49,3.31,0.0,0.961,3.0,40.03,0,Moderate Risk
100279,52,34,25.36,0,0,21.58,1.93,2.35,0.0,0.956,3.0,51.49,0,Safe
100280,42,14,69.46,0,2,43.83,3.65,6.15,0.0,0.909,2.0,49.86,1,High Risk
100281,44,30,51.31,3,1,54.22,3.62,3.2,1.0,0.961,2.0,52.82,0,Moderate Risk
100282,20,0,45.24,1,2,31.0,3.84,3.29,0.0,0.951,2.0,37.23,0,Safe
100283,49,33,49.62,2,2,20.74,5.09,6.87,0.0,0.987,2.0,64.94,1,Moderate Risk
100284,44,21,51.81,1,0,21.66,1.36,2.36,0.0,0.792,2.0,36.74,0,Safe
100285,27,6,71.6,10,1,29.43,5.2,4.3,1.0,0.845,2.0,31.66,0,High Risk
100286,34,13,58.54,5,2,28.93,1.38,5.03,,0.802,3.0,38.08,0,Moderate Risk
100287,42,26,78.17,6,6,28.95,4.17,4.18,2.0,1.0,5.0,50.18,1,High Risk
100288,40,23,59.07,3,1,12.91,0.0,3.3,0.0,0.907,1.0,51.25,0,Safe
100289,36,12,47.29,0,0,30.49,2.97,3.14,1.0,0.838,,36.56,1,High Risk
100290,38,11,58.14,4,0,30.32,,3.43,1.0,0.911,1.0,36.59,0,Safe
100291,36,14,63.97,2,1,35.6,2.72,2.47,0.0,0.93,,56.74,0,Safe
100292,41,25,66.29,2,4,36.59,2.91,3.67,0.0,0.929,2.0,27.81,1,Safe
100293,55,34,69.52,1,0,42.38,3.45,5.33,0.0,0.897,1.0,78.44,0,Safe
100294,18,0,55.7,2,1,33.42,0.0,5.35,0.0,0.962,1.0,34.39,0,Safe
100295,36,16,58.01,1,1,38.13,3.84,3.74,2.0,0.86,2.0,39.07,0,Safe
100296,41,15,67.03,5,1,,1.74,5.05,0.0,0.789,2.0,45.74,0,Safe
100297,42,25,49.54,0,2,43.29,4.66,5.86,1.0,0.856,2.0,49.88,1,High Risk
100298,35,15,43.17,2,0,26.09,3.18,2.95,0.0,0.871,2.0,33.44,0,Safe
100299,20,0,39.47,0,0,23.38,4.25,4.1,0.0,0.934,2.0,42.06,0,Safe
100300,43,22,59.8,2,1,26.47,1.1,3.29,2.0,0.975,5.0,31.64,0,Safe
100301,58,41,65.24,1,1,46.01,4.3,3.15,0.0,0.843,4.0,39.83,0,Moderate Risk
100302,22,5,75.79,6,5,23.22,3.57,3.31,0.0,0.745,2.0,19.84,0,Moderate Risk
100303,49,25,43.63,0,0,47.93,0.45,2.96,,1.0,3.0,45.19,0,Safe
100304,35,10,53.03,1,2,32.63,2.59,3.61,0.0,0.901,2.0,38.08,0,Safe
100305,38,12,53.67,2,0,40.57,4.53,4.07,0.0,0.732,3.0,16.48,0,Safe
100306,27,0,69.09,3,3,35.51,3.98,4.11,0.0,0.758,2.0,29.83,0,High Risk
100307,35,15,47.82,4,3,28.47,4.51,3.59,2.0,0.913,3.0,40.96,0,Safe
100308,53,34,48.16,0,0,18.19,2.29,2.47,0.0,0.898,1.0,55.79,0,Safe
100309,45,20,40.65,1,0,76.07,5.21,3.61,0.0,0.917,2.0,27.02,0,Moderate Risk
100310,58,35,61.08,3,2,12.0,5.3,5.02,2.0,0.905,4.0,42.09,0,High Risk
100311,52,36,61.77,5,3,39.84,0.0,3.39,0.0,0.9,5.0,32.72,0,High Risk
100312,44,28,51.65,2,1,11.57,3.91,4.92,1.0,0.894,1.0,52.86,3,Moderate Risk
100313,58,36,52.02,1,2,50.86,5.48,4.89,0.0,0.874,2.0,37.9,0,Safe
100314,44,25,70.44,3,2,34.55,3.81,4.35,1.0,0.903,2.0,49.73,0,Moderate Risk
100315,48,28,46.47,0,1,16.78,2.84,3.2,0.0,1.0,3.0,39.86,0,Safe
100316,36,12,47.63,1,1,19.77,1.13,2.5,2.0,0.932,3.0,20.19,0,Safe
100317,40,17,74.11,9,5,27.27,,4.04,3.0,0.909,4.0,40.9,0,High Risk
100318,31,6,59.18,0,2,14.58,2.7,2.87,2.0,0.963,3.0,25.11,1,Moderate Risk
100319,50,38,60.47,3,2,40.97,4.41,5.89,1.0,0.994,4.0,59.79,0,High Risk
100320,26,5,54.22,3,3,21.79,5.29,6.05,3.0,0.804,4.0,60.92,0,High Risk
100321,48,25,56.08,3,1,14.13,2.72,4.99,3.0,0.885,5.0,51.15,1,High Risk
100322,37,23,56.06,1,2,39.62,1.44,5.45,1.0,0.906,4.0,35.37,1,Moderate Risk
100323,52,35,66.53,6,4,9.61,0.0,1.45,2.0,0.95,1.0,45.97,0,Safe
100324,47,31,76.89,1,4,23.81,3.91,5.4,2.0,0.878,3.0,48.3,1,Safe
100325,59,39,70.82,4,3,13.78,3.76,4.02,1.0,0.808,1.0,59.6,1,Safe
100326,47,21,49.2,0,1,31.86,0.0,3.37,0.0,0.883,2.0,40.36,1,Safe
100327,22,0,78.27,2,4,47.13,4.63,4.04,1.0,0.881,5.0,42.9,1,High Risk
100328,38,21,57.91,3,5,12.2,4.6,3.15,1.0,1.0,5.0,22.47,1,Moderate Risk
100329,26,4,44.13,2,0,46.74,0.0,1.27,1.0,0.866,1.0,41.78,0,Safe
100330,33,11,56.04,0,1,25.22,1.7,3.95,0.0,0.902,2.0,30.1,0,Safe
100331,56,35,72.86,4,2,13.6,7.14,4.32,,0.883,5.0,46.21,2,Moderate Risk
100332,46,25,65.57,5,3,14.73,3.13,2.83,0.0,0.93,1.0,31.04,0,Safe
100333,31,10,57.15,6,1,25.44,7.36,6.38,1.0,0.86,5.0,45.14,0,High Risk
100334,28,1,62.5,2,0,14.71,4.14,3.86,0.0,0.944,5.0,45.88,0,Moderate Risk
100335,39,15,67.35,1,4,24.2,5.22,3.25,0.0,0.935,,38.5,0,Safe
100336,26,10,47.96,2,0,26.43,2.98,3.65,0.0,0.996,4.0,29.81,0,Safe
100337,32,9,41.53,0,2,34.84,2.39,5.89,0.0,0.904,3.0,46.87,0,Safe
100338,42,19,61.52,1,4,42.31,0.52,3.82,1.0,0.923,5.0,60.87,1,Safe
100339,52,31,47.22,0,1,33.03,3.88,5.5,0.0,0.812,1.0,67.88,0,Safe
100340,46,22,37.15,0,1,49.13,1.7,3.46,0.0,0.9,1.0,47.59,0,Safe
100341,18,0,78.4,7,4,19.78,2.18,4.0,1.0,0.95,3.0,41.34,0,Moderate Risk
100342,42,21,50.72,0,1,30.94,0.53,3.4,0.0,0.912,1.0,26.84,0,Safe
100343,40,20,71.39,3,3,32.42,3.27,4.31,1.0,0.895,3.0,58.17,1,Moderate Risk
100344,44,32,41.27,0,1,47.04,4.27,3.85,0.0,0.875,3.0,17.17,0,Safe
100345,57,38,52.24,1,1,29.49,2.58,3.78,,1.0,3.0,60.66,0,Safe
100346,18,1,53.06,0,4,21.49,3.24,1.64,1.0,0.782,2.0,38.54,0,Safe
100347,32,17,42.74,2,0,26.22,5.92,2.35,0.0,0.99,5.0,12.56,1,Safe
100348,45,19,53.24,2,3,31.46,0.51,1.74,0.0,0.93,4.0,46.22,0,Safe
100349,22,0,74.66,5,4,16.73,6.91,2.75,0.0,0.864,2.0,36.12,2,High Risk
100350,55,35,70.12,0,1,49.96,0.7,3.62,0.0,0.927,3.0,40.32,0,Safe
100351,43,25,50.51,1,2,25.23,2.88,3.21,0.0,0.943,2.0,40.26,1,Safe
100352,48,27,35.47,0,0,63.35,3.65,3.9,0.0,0.789,4.0,43.71,0,Safe
100353,33,9,36.17,0,1,16.11,5.23,5.38,1.0,0.984,3.0,39.72,0,Safe
100354,48,32,49.35,1,2,15.38,0.28,2.38,0.0,0.953,2.0,27.33,0,Safe
100355,51,31,47.35,1,1,31.35,3.28,5.13,0.0,0.856,4.0,49.65,0,Moderate Risk
100356,42,19,52.16,0,1,22.06,2.22,1.85,1.0,1.0,2.0,37.62,0,Safe
100357,42,30,37.45,0,0,39.74,4.69,5.39,0.0,0.938,5.0,63.64,0,Moderate Risk
100358,42,22,54.69,0,4,26.61,2.11,4.87,1.0,0.938,2.0,53.16,0,Safe
100359,30,12,61.82,6,3,27.48,0.18,3.78,1.0,0.974,3.0,52.31,0,High Risk
100360,37,18,72.81,2,1,26.1,3.92,3.88,1.0,0.907,2.0,64.3,0,Moderate Risk
100361,37,19,38.98,0,0,15.2,3.21,3.39,0.0,0.984,3.0,51.01,0,Safe
100362,43,23,47.37,0,3,26.79,6.17,4.98,0.0,0.963,5.0,41.3,0,High Risk
100363,50,23,47.21,0,0,16.32,4.78,3.63,0.0,0.886,1.0,12.36,0,Safe
100364,27,8,64.43,2,3,67.6,2.1,5.99,0.0,0.824,4.0,42.65,0,High Risk
100365,38,17,40.25,2,2,11.72,4.98,3.16,1.0,0.892,4.0,62.51,0,Safe
100366,55,27,80.72,4,3,,3.19,5.17,1.0,1.0,3.0,54.68,0,Moderate Risk
100367,31,13,55.85,2,5,31.77,4.66,4.61,0.0,0.787,3.0,34.77,0,Moderate Risk
100368,30,3,58.83,3,1,35.7,2.46,4.15,0.0,0.902,3.0,39.38,0,Safe
100369,41,21,75.55,3,7,37.38,2.56,3.76,0.0,0.988,3.0,35.95,0,Moderate Risk
100370,48,21,56.84,2,2,12.75,4.31,5.0,1.0,0.843,5.0,46.29,0,High Risk
100371,39,16,66.08,6,6,31.88,4.6,3.31,0.0,0.898,2.0,35.4,0,High Risk
100372,54,33,51.98,0,2,23.11,0.0,2.05,0.0,1.0,5.0,62.53,0,Safe
100373,48,28,40.89,0,0,22.18,3.98,4.04,0.0,0.896,2.0,45.6,1,Safe
100374,48,31,48.79,1,3,38.35,1.56,3.16,1.0,0.912,3.0,47.91,1,Moderate Risk
100375,45,25,90.64,3,3,45.59,3.49,4.7,1.0,0.868,3.0,33.56,0,Moderate Risk
100376,65,42,67.95,2,1,10.93,0.19,4.82,1.0,0.889,2.0,42.23,0,Safe
100377,37,17,59.73,3,3,26.38,4.83,4.17,0.0,0.876,2.0,27.87,0,Moderate Risk
100378,18,0,43.67,0,0,39.53,4.99,5.09,0.0,0.821,4.0,55.01,0,High Risk
100379,57,38,73.03,4,2,24.41,1.6,5.16,2.0,0.822,5.0,40.2,0,Moderate Risk
100380,34,10,42.17,1,1,46.03,4.22,5.11,0.0,0.968,5.0,42.12,0,Moderate Risk
100381,40,15,38.54,0,1,19.13,3.33,4.61,1.0,0.944,2.0,22.71,0,Safe
100382,53,36,51.75,1,0,40.23,4.03,4.02,0.0,0.875,2.0,31.14,0,Safe
100383,21,4,82.81,4,3,24.42,1.37,3.25,0.0,0.863,1.0,35.88,0,Safe
100384,25,4,80.55,4,5,19.05,1.66,2.48,0.0,0.874,3.0,35.14,0,Safe
100385,21,0,57.4,3,8,30.22,2.6,4.34,2.0,0.829,1.0,40.94,0,Moderate Risk
100386,30,6,54.95,2,1,26.09,3.57,4.8,0.0,0.866,3.0,63.45,0,Moderate Risk
100387,44,29,40.44,0,2,12.39,5.77,4.59,0.0,0.871,2.0,20.17,0,Safe
100388,45,26,64.44,2,1,25.17,3.35,4.55,0.0,0.964,4.0,55.46,1,Moderate Risk
100389,42,26,59.98,3,2,38.25,4.67,4.53,0.0,0.764,2.0,49.7,0,High Risk
100390,23,4,70.24,4,3,50.23,2.23,4.78,0.0,0.871,5.0,31.46,0,Moderate Risk
100391,18,0,72.95,0,1,39.4,2.87,5.67,0.0,0.806,1.0,32.8,0,Moderate Risk
100392,40,26,59.71,3,2,16.94,1.91,3.67,0.0,0.992,1.0,57.16,0,Safe
100393,34,21,68.34,2,4,30.29,2.87,2.46,1.0,0.891,1.0,41.87,0,Safe
100394,44,28,52.12,2,0,11.9,4.13,2.6,1.0,0.961,2.0,40.3,0,Safe
100395,47,26,72.27,4,3,33.2,2.49,4.02,0.0,0.86,3.0,31.14,0,Safe
100396,41,19,49.75,6,4,32.8,2.76,2.88,0.0,0.988,3.0,32.15,1,Moderate Risk
100397,47,25,62.89,2,3,17.01,4.08,3.11,0.0,0.838,3.0,28.9,0,Safe
100398,42,17,61.68,2,2,22.2,2.47,3.16,1.0,0.865,3.0,52.35,0,Safe
100399,45,32,57.35,2,1,27.22,1.68,3.9,2.0,0.851,3.0,35.63,0,Safe
100400,31,6,59.58,0,2,34.55,3.09,5.6,1.0,0.876,4.0,24.99,0,Moderate Risk
100401,37,18,44.65,3,2,40.27,6.4,3.44,0.0,0.888,2.0,44.06,0,Safe
100402,41,18,41.12,0,1,13.33,4.8,4.9,1.0,0.835,1.0,32.17,1,Safe
100403,48,33,55.44,1,2,10.77,6.23,5.57,1.0,0.867,1.0,63.82,1,Moderate Risk
100404,35,15,34.99,2,1,30.19,1.18,3.81,0.0,0.821,2.0,41.79,0,Safe
100405,45,24,55.6,4,3,35.23,3.78,4.11,1.0,0.795,2.0,45.74,0,Moderate Risk
100406,36,12,50.36,2,1,23.69,2.85,4.59,2.0,0.856,2.0,43.13,0,Moderate Risk
100407,38,25,69.17,2,3,20.71,2.56,3.76,1.0,1.0,5.0,50.35,0,Moderate Risk
100408,48,28,60.49,1,1,15.34,0.38,2.88,0.0,0.944,2.0,52.68,0,Safe
100409,18,3,67.55,2,4,39.8,5.96,2.9,1.0,0.821,5.0,39.01,1,High Risk
100410,25,3,59.32,1,1,30.49,0.99,3.77,0.0,0.867,3.0,26.47,0,Safe
100411,23,0,52.26,0,3,34.92,5.35,6.1,1.0,0.763,1.0,36.16,1,High Risk
100412,18,0,62.8,0,3,26.4,3.17,2.31,0.0,0.782,4.0,38.71,0,Safe
100413,32,14,63.48,2,4,22.83,1.87,2.22,0.0,0.848,4.0,21.49,0,Safe
100414,47,23,68.36,3,3,24.75,1.53,2.59,0.0,0.825,3.0,17.8,0,Safe
100415,36,11,56.51,1,2,25.45,3.6,3.43,1.0,0.959,1.0,25.87,0,Safe
100416,41,28,40.39,0,1,44.78,2.38,3.12,0.0,1.0,1.0,20.75,0,Safe
100417,51,29,43.24,2,0,14.53,3.01,4.86,0.0,0.995,4.0,38.54,0,Safe
100418,54,30,49.8,1,2,36.1,0.0,5.5,1.0,0.85,4.0,35.33,0,Safe
100419,38,19,28.67,1,0,19.67,0.0,3.2,0.0,0.92,3.0,43.24,0,Safe
100420,54,39,84.24,0,6,18.67,0.0,2.36,0.0,0.977,4.0,55.09,0,Safe
100421,40,16,73.06,3,5,30.01,4.72,4.58,0.0,0.924,3.0,44.99,2,High Risk
100422,30,15,46.4,0,1,36.11,5.85,3.63,1.0,0.989,3.0,46.51,0,Safe
100423,32,13,41.73,1,3,24.66,3.0,3.71,0.0,0.819,5.0,52.21,0,Moderate Risk
100424,23,3,71.86,0,1,17.93,5.01,4.59,0.0,0.912,1.0,34.75,0,Safe
100425,29,6,42.33,1,2,56.8,4.25,5.24,1.0,0.843,2.0,8.04,0,Safe
100426,35,18,42.74,0,3,13.71,5.29,4.36,0.0,0.898,1.0,21.03,0,Safe
100427,48,31,49.79,2,1,14.05,5.05,3.6,0.0,0.826,2.0,50.8,0,Safe
100428,58,38,65.57,0,1,46.18,0.9,4.13,0.0,0.796,4.0,48.71,0,Safe
100429,24,0,60.21,0,4,45.47,4.17,4.33,0.0,0.948,4.0,46.34,0,Moderate Risk
100430,43,14,78.31,3,0,51.95,4.88,6.44,0.0,0.921,3.0,75.19,0,High Risk
100431,28,14,68.24,2,1,20.39,4.88,4.61,0.0,0.829,2.0,43.71,0,Moderate Risk
100432,44,23,59.39,3,3,16.88,4.45,5.75,1.0,0.797,3.0,41.91,0,High Risk
100433,38,23,76.61,3,1,38.96,3.09,4.65,1.0,0.893,3.0,47.21,1,High Risk
100434,19,0,51.25,2,4,18.24,4.99,2.9,0.0,0.892,1.0,23.72,1,Moderate Risk
100435,49,33,34.96,0,0,15.52,0.58,1.8,0.0,0.826,1.0,54.32,0,Safe
100436,32,15,52.82,0,4,14.36,1.06,3.18,0.0,1.0,2.0,39.24,1,Safe
100437,33,16,47.63,1,3,19.59,5.92,2.07,2.0,0.998,4.0,61.71,0,High Risk
100438,27,8,52.5,2,0,18.28,5.45,3.46,0.0,0.83,3.0,20.55,0,Safe
100439,32,11,45.67,1,1,15.89,6.2,3.65,1.0,1.0,3.0,40.47,0,Safe
100440,44,22,55.91,4,4,25.97,2.92,2.84,1.0,0.926,1.0,35.31,0,Safe
100441,37,17,59.86,2,2,21.51,1.67,3.36,0.0,0.964,2.0,28.94,0,Safe
100442,43,29,74.53,2,3,30.01,2.68,2.87,0.0,0.852,2.0,51.85,0,Safe
100443,43,20,31.66,0,0,15.53,6.53,2.6,0.0,0.964,4.0,38.59,0,Moderate Risk
100444,54,34,42.32,1,0,16.66,1.57,4.04,0.0,1.0,1.0,61.45,1,Safe
100445,35,11,42.38,0,0,14.28,3.22,3.04,1.0,0.999,2.0,34.05,0,Safe
100446,23,6,64.42,1,2,22.8,5.73,4.66,0.0,0.948,3.0,34.61,0,Moderate Risk
100447,51,38,51.11,5,1,36.65,3.14,4.75,1.0,0.78,3.0,70.54,0,Moderate Risk
100448,35,15,55.23,3,3,36.39,2.73,4.4,1.0,0.947,4.0,25.09,0,High Risk
100449,51,26,62.64,2,0,22.97,4.34,4.19,1.0,0.949,4.0,34.32,0,Safe
100450,43,23,64.33,2,2,63.7,2.34,4.86,1.0,0.798,4.0,5.98,1,High Risk
100451,38,19,58.77,3,1,13.3,4.08,5.52,1.0,,4.0,36.82,0,High Risk
100452,43,27,54.95,0,2,41.03,0.0,4.04,0.0,0.889,1.0,52.23,0,Safe
100453,60,33,60.78,0,1,13.94,0.02,3.51,0.0,0.98,3.0,50.18,0,Safe
100454,62,46,55.05,0,8,20.76,2.6,3.82,1.0,,1.0,49.85,0,Safe
100455,40,23,60.27,3,4,32.71,5.42,2.38,3.0,0.902,3.0,32.54,1,High Risk
100456,41,19,55.36,3,3,18.12,2.99,3.43,0.0,1.0,4.0,39.9,1,Safe
100457,51,39,70.8,2,0,16.56,2.91,5.02,0.0,0.979,3.0,41.81,0,Safe
100458,30,5,58.67,4,1,44.37,4.11,5.11,1.0,0.789,2.0,39.03,1,Moderate Risk
100459,43,21,72.25,0,2,25.84,2.51,3.22,0.0,0.929,5.0,44.71,0,Safe
100460,39,16,68.59,4,0,14.22,0.62,3.28,0.0,0.958,2.0,37.31,0,Safe
100461,42,20,61.01,1,1,21.33,4.41,2.83,0.0,0.769,2.0,42.69,0,Safe
100462,30,11,57.65,2,3,19.79,3.96,4.61,1.0,0.929,3.0,39.25,0,Moderate Risk
100463,22,6,75.69,5,5,14.7,4.24,3.13,0.0,0.911,3.0,31.22,0,High Risk
100464,18,0,65.34,3,3,16.67,1.95,3.46,,0.793,2.0,38.95,0,Safe
100465,27,11,81.52,6,2,30.28,6.11,3.34,1.0,1.0,2.0,25.09,0,High Risk
100466,34,12,56.89,2,4,17.8,2.75,3.79,1.0,0.934,5.0,42.82,0,Moderate Risk
100467,36,13,63.65,5,1,68.17,5.88,2.86,1.0,0.82,2.0,27.53,0,Moderate Risk
100468,60,34,60.8,0,4,27.79,0.0,2.73,0.0,0.862,3.0,45.17,0,Safe
100469,51,30,51.81,2,0,38.18,2.28,3.27,1.0,0.908,1.0,50.19,0,Safe
100470,28,5,53.91,2,0,14.14,6.28,3.29,0.0,0.937,3.0,27.99,0,Moderate Risk
100471,43,24,68.6,1,2,29.28,2.88,0.3,0.0,1.0,3.0,55.67,1,Safe
100472,35,17,65.86,5,5,27.12,0.0,2.68,1.0,0.898,2.0,63.2,0,Safe
100473,36,14,72.73,4,4,33.15,1.79,3.91,2.0,0.798,1.0,33.28,1,Safe
100474,41,23,57.64,6,5,9.9,3.63,2.54,2.0,0.929,3.0,41.32,1,High Risk
100475,46,25,45.89,1,2,56.32,5.53,6.02,0.0,0.859,1.0,58.04,0,High Risk
100476,35,19,49.16,1,1,24.1,2.78,4.41,0.0,1.0,2.0,20.6,0,Safe
100477,51,35,35.41,1,0,21.63,4.86,4.54,0.0,0.948,5.0,46.1,0,Safe
100478,26,4,78.23,1,3,28.25,4.39,4.56,1.0,,2.0,35.26,0,High Risk
100479,39,16,53.04,5,4,18.16,2.66,3.97,1.0,0.878,2.0,52.33,0,High Risk
100480,68,52,65.75,5,2,47.4,4.34,5.41,1.0,0.931,3.0,46.5,0,Moderate Risk
100481,41,19,61.91,1,3,11.42,4.9,3.21,0.0,0.868,4.0,47.6,0,Safe
100482,55,37,67.52,2,0,17.77,2.51,2.45,0.0,0.949,2.0,36.26,0,Safe
100483,40,20,64.42,0,2,20.64,2.02,2.69,0.0,0.973,5.0,53.82,0,Safe
100484,45,20,51.63,3,1,17.58,0.49,3.54,0.0,0.922,4.0,28.94,0,Safe
100485,38,15,45.68,2,1,23.41,4.1,3.22,0.0,0.983,1.0,51.75,0,Moderate Risk
100486,37,14,81.69,4,3,21.18,2.44,3.23,0.0,1.0,4.0,41.99,0,Safe
100487,30,3,64.77,4,0,18.89,4.64,3.1,0.0,0.98,4.0,10.41,0,Safe
100488,44,27,63.47,1,0,23.5,3.53,4.11,1.0,0.923,3.0,44.7,0,Moderate Risk
100489,30,14,80.55,5,1,27.77,4.02,4.89,0.0,0.833,2.0,48.36,0,Safe
100490,46,29,50.89,3,2,70.96,2.72,5.53,1.0,0.78,4.0,29.63,0,High Risk
100491,51,32,60.94,7,1,14.43,0.83,0.91,0.0,0.978,4.0,34.88,0,Safe
100492,43,33,57.12,3,0,27.91,3.8,4.51,1.0,0.936,1.0,46.33,0,Safe
100493,36,17,45.39,2,2,29.92,4.75,4.21,1.0,0.893,2.0,35.6,0,Safe
100494,44,26,51.33,0,0,37.19,7.01,5.37,0.0,0.856,3.0,47.67,2,High Risk
100495,36,13,63.91,3,1,36.26,2.44,3.55,0.0,0.887,5.0,38.35,0,Safe
100496,49,28,54.11,2,2,10.85,1.22,1.9,1.0,0.844,3.0,28.32,2,Safe
100497,19,2,54.98,3,2,24.85,1.8,4.91,0.0,0.848,2.0,66.38,0,Safe
100498,35,13,57.44,2,1,16.8,3.36,3.35,1.0,0.9,1.0,36.78,0,Safe
100499,18,0,82.04,5,3,19.74,5.2,5.48,3.0,0.944,3.0,39.49,0,High Risk
100500,23,6,38.77,0,2,15.84,5.17,4.28,0.0,0.975,4.0,60.59,1,Moderate Risk
100501,54,36,68.25,2,2,19.65,5.67,4.48,0.0,0.795,5.0,56.27,0,Moderate Risk
100502,49,38,58.95,0,1,27.77,3.66,3.42,0.0,0.811,3.0,52.93,0,Safe
100503,31,16,52.02,0,2,49.02,1.32,4.22,1.0,0.921,3.0,54.21,0,Moderate Risk
100504,22,5,58.42,7,2,27.93,4.1,5.21,1.0,0.896,3.0,45.72,0,High Risk
100505,18,0,69.49,3,2,19.88,0.27,2.89,0.0,0.944,4.0,44.62,0,Safe
100506,33,17,77.4,5,3,27.6,2.74,4.13,,0.859,3.0,48.55,0,Moderate Risk
100507,66,48,65.1,4,1,27.6,2.28,5.55,1.0,0.895,2.0,46.54,0,Safe
100508,44,29,70.76,1,3,43.33,3.78,3.4,0.0,0.839,2.0,57.28,0,Safe
100509,33,13,69.58,0,2,16.9,4.2,2.93,0.0,0.726,3.0,48.95,0,Safe
100510,44,22,66.75,3,0,13.34,1.92,3.18,1.0,0.852,4.0,15.24,1,Safe
100511,22,1,50.12,0,2,30.94,2.6,2.08,,0.807,3.0,48.43,0,Safe
100512,36,16,65.98,4,4,25.04,3.47,4.34,1.0,0.84,4.0,32.0,0,High Risk
100513,40,26,61.19,5,2,20.36,3.87,3.07,0.0,0.853,1.0,46.64,0,Safe
100514,38,21,52.98,0,0,23.61,4.46,3.35,0.0,0.847,5.0,22.55,0,Safe
100515,48,30,33.61,0,1,14.51,2.17,4.18,1.0,0.92,2.0,37.6,0,Safe
100516,43,25,27.2,1,0,10.91,3.01,1.99,0.0,,2.0,39.13,1,Safe
100517,46,26,58.3,0,1,33.82,1.29,1.56,1.0,0.703,2.0,50.16,0,Safe
100518,31,5,58.21,2,4,35.94,1.94,1.39,,0.813,2.0,32.05,0,Safe
100519,49,26,38.79,1,0,13.2,0.0,2.73,0.0,,2.0,17.73,0,Safe
100520,57,41,68.0,4,0,20.05,1.92,4.32,1.0,0.832,1.0,41.14,0,Safe
100521,28,5,56.78,0,1,35.06,5.86,3.49,0.0,0.954,5.0,34.53,1,Moderate Risk
100522,29,7,74.23,4,1,32.77,6.04,5.99,0.0,0.804,2.0,47.14,1,High Risk
100523,54,37,59.96,3,0,15.22,3.96,3.77,1.0,0.969,1.0,47.92,0,Safe
100524,37,14,43.05,1,1,27.65,5.13,4.29,0.0,0.842,3.0,31.88,0,Safe
100525,54,35,63.48,2,5,12.98,4.38,4.91,0.0,1.0,3.0,49.02,0,Safe
100526,34,20,70.1,1,3,36.42,3.53,2.6,0.0,0.832,4.0,64.4,0,High Risk
100527,55,33,57.31,4,3,,0.0,3.9,0.0,0.868,3.0,59.3,0,Safe
100528,40,19,41.29,0,0,27.41,7.12,2.5,1.0,0.888,3.0,19.27,0,Safe
100529,42,23,60.11,0,1,29.05,,2.5,0.0,1.0,2.0,72.76,0,Moderate Risk
100530,56,36,45.26,2,1,20.16,2.64,2.21,0.0,0.967,4.0,60.13,0,Safe
100531,35,18,73.38,7,7,29.8,5.78,5.49,0.0,0.851,4.0,60.98,0,High Risk
100532,29,7,54.67,3,2,38.99,3.9,4.81,0.0,0.887,1.0,21.3,0,High Risk
100533,34,14,84.0,3,4,,7.7,5.54,0.0,0.87,2.0,36.11,0,High Risk
100534,44,24,25.0,1,3,40.75,1.71,3.95,0.0,0.995,4.0,50.34,0,Safe
100535,22,1,58.68,0,1,22.62,5.57,3.64,0.0,0.946,2.0,24.76,0,Moderate Risk
100536,46,31,76.51,1,2,28.62,2.58,4.42,0.0,0.913,1.0,51.15,0,Moderate Risk
100537,33,17,47.21,1,0,22.71,3.5,3.9,1.0,0.922,1.0,61.34,0,Safe
100538,52,41,52.33,0,3,24.79,1.5,3.61,0.0,0.888,2.0,43.02,1,Safe
100539,18,0,47.97,2,0,42.79,2.77,4.33,0.0,0.863,2.0,58.44,0,Moderate Risk
100540,30,15,53.02,2,1,25.29,5.58,4.41,2.0,0.942,4.0,49.73,1,Moderate Risk
100541,20,0,57.91,1,2,32.3,4.72,6.22,0.0,0.939,1.0,15.7,0,Moderate Risk
100542,30,9,35.44,0,2,47.37,4.29,5.49,0.0,0.833,3.0,29.55,0,Moderate Risk
100543,42,20,60.09,1,0,20.05,0.46,3.7,1.0,0.769,5.0,55.7,0,Safe
100544,37,22,66.03,2,2,16.76,0.45,2.31,0.0,0.975,5.0,30.45,1,Safe
100545,36,16,54.96,0,1,38.95,1.79,4.08,0.0,0.842,3.0,54.47,0,Safe
100546,37,11,42.34,1,1,24.19,2.84,4.83,0.0,0.961,2.0,47.76,0,Safe
100547,41,14,69.91,4,1,22.32,3.25,3.96,0.0,0.8,2.0,44.83,0,Moderate Risk
100548,28,4,71.63,2,1,44.04,4.26,3.99,0.0,0.886,,31.95,0,Moderate Risk
100549,47,26,39.05,1,0,16.99,4.8,2.18,0.0,0.911,4.0,47.33,1,Moderate Risk
100550,46,30,36.21,0,0,28.95,5.5,4.36,0.0,0.88,2.0,64.79,1,High Risk
100551,43,20,44.07,0,1,49.85,3.57,5.26,0.0,0.973,2.0,37.72,1,Safe
100552,45,26,64.44,3,2,14.53,1.62,1.85,2.0,0.881,2.0,51.04,0,Safe
100553,42,20,59.32,3,2,50.6,4.48,6.76,3.0,0.965,3.0,66.48,1,High Risk
100554,61,44,70.05,2,1,17.13,3.31,3.98,0.0,1.0,2.0,50.83,0,Safe
100555,38,19,58.44,0,1,21.53,4.06,5.35,1.0,0.824,5.0,36.29,0,Safe
